n,file,title,author,current_t
59,少年维特的烦恼.md,少年维特的烦恼,歌德,T2
60,巨人传.md,巨人传,弗朗索瓦·拉伯雷,T2
61,巴基诗集.md,巴基诗集,巴基,T2
62,巴布尔回忆录.md,巴布尔回忆录,巴布尔,T2
63,希尔·兰贾.md,希尔·兰贾,瓦里斯·沙阿,T2
64,帕梅拉.md,帕梅拉,塞缪尔·理查逊,T2
65,幽灵小姐.md,幽灵小姐,卡尔德隆,T2
66,廷臣论.md,廷臣论,巴尔达萨雷·卡斯蒂廖内,T2
67,征服新西班牙信史.md,征服新西班牙信史,贝尔纳尔·迪亚斯·德尔·卡斯蒂略,T2
68,微型巨人.md,微型巨人,伏尔泰,T2
69,忏悔录.md,忏悔录,让-雅克·卢梭,T2
70,恨世者.md,恨世者,莫里哀,T2
71,意大利人.md,意大利人,安·拉德克利夫,T2
72,愚人颂.md,愚人颂,伊拉斯谟,T2
73,感伤旅行.md,感伤旅行,劳伦斯·斯特恩,T2
74,批评家.md,批评家,巴尔塔萨尔·格拉西安,T2
75,拉摩的侄儿.md,拉摩的侄儿,德尼·狄德罗,T2
76,拉玛坚.md,拉玛坚,佚名,T2
77,新大西岛.md,新大西岛,弗朗西斯·培根,T2
78,新爱洛伊丝.md,新爱洛伊丝,卢梭,T2
79,新爱洛绮丝.md,新爱洛绮丝,让-雅克·卢梭,T2
80,旅行书（埃夫利亚·切莱比）.md,旅行书,埃夫利亚·切莱比,T2
81,春香传.md,春香传,佚名,T2
82,智者纳坦.md,智者纳坦,戈特霍尔德·埃弗拉伊姆·莱辛,T2
83,暴风雨.md,暴风雨,威廉·莎士比亚,T2
84,曾根崎心中.md,曾根崎心中,近松门左卫门,T2
85,有感情的人.md,有感情的人,亨利·麦肯齐,T2
86,李尔王.md,李尔王,威廉·莎士比亚,T2
87,杨家将.md,杨家将,熊大木,T2
88,林孔内特与科尔塔迪略.md,林孔内特与科尔塔迪略,塞万提斯,T2
89,格列佛游记.md,格列佛游记,乔纳森·斯威夫特,T2
90,桃花扇.md,桃花扇,孔尚任,T2
91,梦集.md,梦集,弗朗西斯科·德·克维多,T2
92,歌与十四行诗.md,歌与十四行诗,约翰·多恩,T2
93,歌集.md,歌集,彼特拉克,T2
94,水浒传.md,水浒传,施耐庵,T2
95,水浒后传.md,水浒后传,陈忱,T2
96,汉堡剧评.md,汉堡剧评,戈特霍尔德·埃弗拉伊姆·莱辛,T2
97,汤姆·琼斯.md,汤姆·琼斯,亨利·菲尔丁,T2
98,波斯人信札.md,波斯人信札,孟德斯鸠,T2
99,波波尔·乌.md,波波尔·乌,佚名,T2
100,浮士德博士.md,浮士德博士,克里斯托弗·马洛,T2
101,浮生六记.md,浮生六记,沈复,T2
102,炽焰世界.md,炽焰世界,玛格丽特·卡文迪许,T2
103,熙德.md,熙德,皮埃尔·高乃依,T2
104,爱弥儿.md,爱弥儿,卢梭,T2
105,爱米丽雅·迦洛蒂.md,爱米丽雅·迦洛蒂,戈特霍尔德·埃弗拉伊姆·莱辛,T2
106,牡丹亭.md,牡丹亭,汤显祖,T2
107,疯狂的奥兰多.md,疯狂的奥兰多,卢多维科·阿里奥斯托,T2
108,痴儿西木传.md,痴儿西木传,格里美尔斯豪森,T2
109,百科全书.md,百科全书,狄德罗、达朗贝尔等,T2
110,社会契约论.md,社会契约论,让-雅克·卢梭,T2
111,神圣十四行诗.md,神圣十四行诗,约翰·多恩,T2
112,穿绿裤子的唐·希尔.md,穿绿裤子的唐·希尔,蒂尔索·德·莫利纳,T2
113,第一梦（索尔·胡安娜）.md,第一梦,索尔·胡安娜·伊内斯·德拉克鲁斯,T2
114,第十二夜.md,第十二夜,莎士比亚,T2
115,等待的岁月.md,等待的岁月,圆地文子,T2
116,答索尔·菲洛泰亚修女.md,答索尔·菲洛泰亚修女,胡安娜·伊内斯·德·拉·克鲁斯,T2
117,红楼梦.md,红楼梦,曹雪芹,T2
118,罗密欧与朱丽叶.md,罗密欧与朱丽叶,莎士比亚,T2
119,罗摩功行录.md,罗摩功行录,杜勒西达斯,T2
120,羊泉村.md,羊泉村,洛佩·德·维加,T2
121,老实人.md,老实人,伏尔泰,T2
122,聊斋志异.md,聊斋志异,蒲松龄,T2
123,聪明的恋人.md,聪明的恋人,洛佩·德·维加,T2
124,莎士比亚十四行诗.md,莎士比亚十四行诗,莎士比亚,T2
125,莱拉与马吉农（福祖里）.md,莱拉与马吉农（福祖里）,福祖里,T2
126,蒙田随笔.md,蒙田随笔,米歇尔·德·蒙田,T2
127,被解放的耶路撒冷.md,被解放的耶路撒冷,托尔夸托·塔索,T2
128,西游记.md,西游记,吴承恩,T2
129,西里西亚天使.md,西里西亚天使,安格鲁斯·西勒修斯,T2
130,解放了的耶路撒冷.md,解放了的耶路撒冷,托尔夸托·塔索,T2
131,论人的尊严.md,论人的尊严,乔瓦尼·皮科·德拉·米兰多拉,T2
132,论学问的进步.md,论学问的进步,弗朗西斯·培根,T2
133,论科学与艺术.md,论科学与艺术,让-雅克·卢梭,T2
134,诗艺.md,诗艺,尼古拉·布瓦洛,T2
135,费加罗的婚礼.md,费加罗的婚礼,博马舍,T2
136,费德尔.md,费德尔,让·拉辛,T2
137,贺拉斯.md,贺拉斯,皮埃尔·高乃依,T2
138,金瓶梅.md,金瓶梅,兰陵笑笑生,T2
139,铁手骑士葛兹·冯·贝利欣根.md,铁手骑士葛兹·冯·贝利欣根,歌德,T2
140,阿斯特洛菲尔与斯黛拉.md,阿斯特洛菲尔与斯黛拉,菲利普·锡德尼,T2
141,随笔集.md,随笔集,米歇尔·德·蒙田,T2
142,雨月物语.md,雨月物语,上田秋成,T2
143,项狄传.md,项狄传,劳伦斯·斯特恩,T2
144,鲁滨逊漂流记.md,鲁滨逊漂流记,丹尼尔·笛福,T2
145,麦克白.md,麦克白,威廉·莎士比亚,T2
